stemmed,label
kenapa gopay later beku sementara bayar tagih tepat waktu aplikasi aneh,netral
ok sip,netral
sering gagal map bikin driver nyasar kasihan lh driver,netral
sangat bagus dapat mudah dalam pergi,positif
mantap,positif
baik senang,positif
akses gak jelas internet idup kira mati,netral
padahal tagih sudah bayar tapi masih teror terus cuman telat hari doang karna aplikasi error gak bisa buka,negatif
mantaf,netral
aplikasi tttt ooo lll lll ooo lll,netral
mantap,positif
mohon ikan promo banyak kak makasih,netral
gopay bisa guna suruh upgrade gopay plus telah upgrade gopay plus tolak karena id sudah daftar minta bantu via tlp customer care gopay email ada bantu nya hanya habis pulsa buruk dalam sikap masalah bagus saldo jadi endap bisa guna tf sama gopayke akun bankdi karena paksa baru upgrade gopay plus sistem bank aja seribet,positif
mantab,netral
udah gila gopaylater ckckckckkck ada tagih cmn rb baru telat beberapa hari dc nya neror terus udah gitu sopan wkwkwkw kata ojk tapi ko parah beneeerr wkwkwkwkwkwk bintang buat gopaylater,negatif
senang,netral
mantap,positif
paling mantep klo kasih promo gofood,netral
sgt bantu,positif
kenapa enggak bisa hapus aku ribet amat kalau mau hapus akun,netral
mantab,netral
sangat bantu,positif
limit nya gede banget sih gede janji anis waktu kampanye,netral
terima kasih pak gojek galuh digi indra pradana,positif
saldo tetap potong padahal bayar gagal respon cepat bisa kirim pesan live chat telah ada info lanjut,positif
apik,netral
cuma aku doang layan go tix nya hilang atau gmna si udah update juga loh padahal,netral
cengcengcik atu mikilkan maraneh daftar aceng alesanna nu penting dapur ngebulkan geus deal mun daftar dibere ongkos sakitugeus ulah loba pamolahteu era maraneh ka driver nu kena imbas langsung ku ayana program ieumakin loba driver nu nyarande tangkalnu biasana tiap poe bisa ngebulkeun dapurayeuna jd meureun poe sakal dapurna ngebul,netral
ok,netral
ok bgus,netral
top markotopjoosssee gandoosse,positif
bagus,positif
udah transfer gopay mau bayar pdam sampai sekarang aplikasi ngga bisa buka ngehank habis diupdate malah ganggu terus,negatif
oke sangat bantu,positif
promo gofood nya mahal jauh sama si oyen,netral
tadi bintang sekarang bintang gopaylater gak pernah telat bayar masa abis upgrade gak bisa dipake limit gede terus kecil parah makin kesini makin gak jelas layan,negatif
gamau lagi pake layan finansial buruk seperti pinjol ilegal sopan padahal telat jam doang beda hari sblm nya pernah telat mendig gausah aktifin,negatif
jawab cs jiplak mulu anjir ampe kesel sendiri baca ada fitur bantu tapi cs udah kek bot ngasih jawab jiplak langsung akhir obrol belum masalah atas payah,positif
bantu,positif
saat ada masalah lapor sama sekali bantu,positif
good,netral
good,netral
saldo gopay masuk respon cs lambat ribet,negatif
terimakasih gojek,positif
lebih cepat,positif
aplikasi kenapa sering banget nge crash sih ampun dah,netral
niceee,netral
banyak promotapi gilir mau dipake alesannya sibukpercuma bikin promo sama voucher diskon,netral
fast respon driver,netral
oke,netral
cukup senang,netral
knpa gopay pinjam tdk bisa,netral
mancap sih,netral
nice,netral
mantap sesuai nama,positif
the best deh,netral
sdh lama pakai gopay later tibatiba blokir tdk bisa guna sdh kali lapor cs jwban nya sama tdk ada solusi jawab nya robot sama semua tdk penuh syarat pdhal kriteria tsb tdk satu yg laku atau masuk pdhal sdh sering pakai gak pernah telat bayar limit msh sisa banyak makin kacau nih tokped gak bs pkai jg tolong segera baik atau uninstall rame aja kl sy baca ulas banyak yg alami hal yg sama,netral
pelayananya bagus ngirim sampai rumah dgn alamat yg jelas terima kasih sayang aplikasi henti akun no,positif
keren dah puas,positif
skrg aplikasi nya tambah rumit aja mau byr pake qrisberbagai tawar belum lg minta akses kontak ngeriidata kontak bisa bocorseaman aman nya ttp aja bisa bocor,netral
go pay later bisa pakai semua bayar apa saja,netral
segala kurang lebih tempat ku cari nafkah,netral
drivernya milihorderansaya lagi burudriver nyalain auto bid bolak kali suspend hari biar milihorderan,netral
sistem aplikasi kerja dg baik mesan sampai jemput jalan dg cepat presisi keep doing good,positif
mantap,positif
suami sy driver gojek tlg perhati ongkos supaya driver bs sedikit nikmat hasil jerih payah,netral
bagus tingkat selalu lebih baik,positif
drivernya ramah sekali ngobrolnya nyambung,netral
selalu oke pake gojekalamat pusing lagi,netral
muas,netral
dear all custumer gofood kalo ada driver mitra jarak dekat atau sebut juga driver goceng atau driver ongkos rb mintangemis tip cara halus maupun terang kasih bintang,netral
mantab,netral
drivernya banyak yg nyolot kalo ngomong maps titik salah sedikit sdh ngomel ngomel uninstall gojek aja drivernya ada etika,netral
heran sumpah dah tiap nge upgrade gopay pasti ada masalah no nik daftar dukcapil lahdata tidk daftar database dukcapil lahgua buat lapor dukcapil amanaja tuh,netral
mantap,positif
ok,netral
selalu nyaman rasa aman,netral
mantap,positif
manfaat,netral
mengecewakandi up date malah gak bisa bukasdh tk un instal trs instal lgtetap bisa buka mau masuk blank trs,netral
sampah aplikasi nya error mulu gopay coin nya apalagi suruh report tapi web report nya juga error gimana coba,negatif
langgan pake gojek cepat danmudah kalau maubelanja online,positif
tingkat lagi,netral
good,netral
nice,netral
bagus,positif
bagus efisien keren,positif
sangat bantu,positif
kasih bintang gopay later tiba blokir alas jelas,negatif
leeeemooooooooottttttt baaaaaangeeettt aplikasi,netral
kualitas sekarang buruk,negatif
gimanasi sen gofood driver nya minta tambah lebih kata driver nya cuma bayar trus driver minta tambah lagi,netral
sederhana,netral
padahal langgan gopaylater tapi pernah dapet voucher gofood,netral
aplikasi sangat manfaat,netral
aplikasi sangat bagus bantu,positif
baru punya aplikasi ojek,netral
driver lo bnyk yg ngemis punya sistem makanya sejahtera drivernya jdi cs nya kena,netral
biar bintang yg bicara,netral
beli makan jauh lebih mudah,netral
bagaimana cara batal langgan go food plus ada tombol batal langgan menu chat admin pun ketemu lama belum ada solusi belum batal tetap kasih bintang ubah rating jika sudah bisa henti langgan,netral
oke,netral
ok,netral
good,netral
bagus,positif
bagus,positif
ok pelayananya,netral
order arah ada bug nya masa diarahin dapet deket,netral
pesan go food pertama gagal langsung keluar apk pesan dua hasil tapi pesan pertama tibatiba hasil akhir double order,netral
guna aplikasi cukup mudah mudah tapi sayang fitur mappeta nya akurat kasi driver kalo antar makan atau jemput jalan suka arah muter muter bahkan gang padahal lokasi dekat tdk harus lalu gang,positif
harga makin mahal diskon makin dikit pake voucher suka ngilang apa lagi voucher gratis ongkirnya makin lama makin mahal,positif
kenapa abis diupgrade aplikasi selig lag bener bener lag terus sekali pesan bisa keluar masuk x tolong baik,positif
kenapa semenjak update force close terus kecewa banget,negatif
keren banget,netral
sekarang gojek seperti dulu sekarang kalo booking selalu kasi driver yg jarak sangat jauh,netral
akun gak bisa pake udah gojek udah gak beres makin kesini,netral
sorry uninstal aplikasi bukan mudah malah ngrepotin dkit keluar sndiri aplikasi,netral
jelas sekarang aplikasi make eh gopaynya potong,netral
good,netral
terus beri pelayananya,netral
layan baik drivernya ramahmn,positif
tampil bagus dulu bisa tau posisi drivernya order sering dibatalin,positif
senang tapi harga lumayan lebih tinggi antara grab maxim,netral
ok,netral
baru kali guna gojek pesan antar malah dimakanin sama drivernya sudah report tetapi ada tindak apk gojek kembali saldo,netral
gud,netral
good aplikasi,netral
muas mudah aktifitas,netral
gua transaksi merchant lewat qr saldo gopay gua sudah potong tapi transaksi merchant saldo masuk sudah kontek pihak gojek suruh tunggu hari kerja sudah tunggu sampe lebih hari kerja tapi saldo juga kembali bagaimana gojek bagaimanaaaaa jd takut klo transaksi pake gopay takut gabalik lagi saldo,netral
hanya punya satu aplikasi gojekjd sudah lebih cukup buat peribadi,netral
mohon maaf kenapa makin hari order go food makin lamanunggu dapat driver padahal resto sudah konfirmasi order begitu order mohon tingkat layan dong jangan kalah aplikasi belah kalau layan selain go food gojek dapat diandalkantapi saat saat layan go food maaf nilai makin jeleklama dapat driver,negatif
rekomend banget buat sulusi transportasi,netral
utk transpotasi insidentil sangat bantu skali,positif
serba bisa mau apa aja,netral
mau bayar alfagift gak bisa bisa kali,netral
ok,netral
ok,netral
bagus,positif
makin payah makin sini,netral
dulu langgan mana pake gojek harap bgtt moga makin banyak promo diskon buat langgan moga makin tingkat layan,netral
gojek nya sering banget erorr ampun,netral
mantab joosss,netral
dear gojek baru baru guna fitur gopay pinjam bahkan sudah lunas belum jatuh tempo tapi kenapa aju lagi malah tolak harus tunggu satu tahun depan tolong bantu konfirmasi juga apa akun masalah atau bagaimana terimaksih,positif
td siang order go food bisa,netral
gopayletter tiba gak bisa pake padahal bayar tiap bulan lancarsaya ludah gak respek sama gojek,positif
tolong nih kalo sekira customer cancel order tuh harus kena pinalti uang ganti dong driver cancel aja ribet kena customer cancel gampang banget rugi driver jangan enak,netral
cepat,positif
driver nya suka maki maki customer minta dia nunggu ada menit turun lantai dgn ada penuh pas sampai depan mobil nya maki maki trus cancel makasih gojek sekarang males banget pake app,positif
peraktis,netral
update mah terus terus tapi ngelag gajelaaas,netral
oke,netral
sangat bantu sekali saat waktu urgent bisa kali promonya banyakin khusus promo gofood,positif
good apps,netral
tolong versi lama aktif kembali perlu update krn perlu banyak kuota hp bisa update tksh,netral
knpa gofood customer gak punya akses komunikasi resto sering jadi order gak lengkap mau komplen resto gak bisa cuma bisa komplen driver tapi kasi juga drivernya harus x kerja ambil order yg kurang sudah jadi lebih x tolong benah,netral
sampe sekarang top,positif
aplikasi buruk,negatif
paling baik semua provoder transportasi yg ada,positif
app gojek mudah kadang ada promo,netral
lokasi sesuai rugi customer driver,netral
attitude nomor,netral
tap,netral
baguss bangett,positif
baru lewat satu hari denda rb buat kalian guna paylater jangan sini pakek paylater buat beli pulsa aja rb udah denda rb gila lo nyesel semua padahal baru lewat hari aja,netral
penjmputan dn pengirimny sangat cptdrivery sopn skli,netral
sangat mudah gera dalam giat luang lingkup kerja,netral
layan nyah ok aplikasi buat jalan sayah nyaman semuah nyah buat sayah okeh pokonamah,netral
terlalu sering minta d apdetpas anak mau berangkat sekolah malah g bisa d guna,netral
mantap layan,positif
bagus,positif
susah cari driver driver sudah deket eh malah cancel kocak banget,netral
recommended buat yg ingin cepat sampai tempat tuju aplikasi pernah loading,positif
senang puas nyaman,positif
makin kesini gojek makin tolol sistem semua serba lama gak seperti dulu contoh food nyari driver lama bener tambah ada argo makin tolol dah driver semua ngemis yg argo gojek emang gak mikir makin kesini makin nyusahin customer driver bikin gw sakit maag gara sistem lu yg tolol,netral
app the best si layan para drivernya ramah sering ada promo juga banyak fitur mudah misal gonearby goshop dll app gopay juga mudah buat transfer scan qr pake qris dll,netral
ngefreeze terus apk nya bikin males,netral
cukup puas,positif
msh cukup baik nympe skrg,positif
bagus si tapi napa akun gw balik lagi goprem sih,positif
bagus,positif
bikin program baru dg maksud tarik konsumen program ongkir hematsetelah nyoba lama bgtu dapet driver olah olah minta tips dg alas nunggu lama resto anter sdh keluar areaparah gojek bikin jatuh nama gojek,negatif
komentar populer dunia,netral
bagus,positif
tolong dong sistem tunggu pesan estimasi waktu tentu lalu cari driver hapus banyak telah dapet driver eh drivernya masih suruh nunggu baru dibuatin sen padahal kondisi resto sepi kasihan bapak drivernya nungguin,netral
mudah murah,netral
saldo besar rb tb tb hilang padahal bapak isi gopay rb beli ayam geprek rb gopay hanya sisa rb,netral
pernah ada promo,netral
terima kasih komplain telah selesai,positif
muantabbbb,netral
kalian udah enak jidat skrng sama driver masa km perak belum jemput nya hadeh kalian rusak kesejahtraan mitra sama aja ngetusak usaha sendiri cba aja deh,netral
mantap,positif
good,netral
nice,netral
dapat diskon cuma sekali doang,netral
masalah,netral
pakai gosend lebih nyaman cepat jaga titip kirim sampai tuju barang nya tksh gosend,positif
sangatm bantu,positif
suka ngelag padahal jaring bagus,positif
tc,netral
mantap,positif
joss sekali,netral
good,netral
gojek tolong dong banyakin diskon buat goridenya apalagi buat yg jarak dkt sangat bantu kami,positif
payah kali dapat driver,netral
kenapa iklan aplikasi fizzo sering banget jdi keganggua lagi baca novel,negatif
ok,netral
ok,netral
good job,netral
bisa buat transaksinomor curiga trus gagal transaksi,netral
harga sudah terlalu mahal,netral
terbaikkk,positif
mantap,positif
nge lag banget iwh padahal sinyal bagus,positif
aplikasi bagus sebenernya nyaman banget pake aplikasi cuma daerah gabisa semua jangkau pakai gojek susah kalau mau daerah jangkau titik gojek,positif
mantap cepat tepat waktu,positif
alhamdulilah sungguh amanh sehat sll terimakasih,positif
gopay otomatis ngirim gopay tabung gopay tabung gabisa order gofood saldo kurang padahal belum bisa gopay tunai,netral
cpt d respon terimakasih,positif
makin buruk,negatif
gak bisa scan tiket parkir,netral
sangat muas pakai jasa gojek masuk gocar,netral
ok sekali,netral
masih bintang masa jarak km ongkirnya k makin ngacok aja gojek tolol,netral
selalu pakai gojek gopay aplikasi satset tanpa ribet,netral
sangat bantu,positif
promonya banyakin dooong,netral
bagus,positif
top markotop,positif
bagus,positif
makin lama makin jelas gojek percuma langgan setia gopaylater malah blog padahal ada salah untung blog gw males gunain gojek lagi,netral
bagus,positif
apk lag,netral
cepat antara drivernya baik,positif
sampah,netral
mantap,positif
good banyak discount,netral
ribet,netral
kualitas aplikasi jelekgk bisa terima telpon,netral
cara mudah t bisa rw,netral
bagus cmn ada saat dmn waktu mesan sangat lama lebih kira tapi bisa nyalahin aplikasi juga sih kan bisa aja pas restonya lagi antri,positif
sering lot,netral
nyesel bayar goplus voucher disko pernah muncul lagi,netral
gopaylater sangat bantu tapo mohon gojek langsung muncul tagih yg harus bayar harus tunggu hingga tgl atau tgl baru bisa bayar kan jika orang lupa bayar lambat hari ribu cukup banyak harap gojek bisa tambah opsi langsung bayar perlu tunggu jatuh tempo,netral
